OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,GlobalID,SHAPE_Length,SHAPE_Area
117,2007,CA,USF,INF,OHAREL,00000052,2007/10/29 00:00:00,2007/12/18 00:00:00,1, CONT_DATE is the Fire Out Date from NIFMID,560,596.91589,1,2,00000052,{A8C02499-8B8D-4848-B7A6-D127AA7B0C22},12449.2821910272,3872463.06514423
118,2007,CA,USF,CNF,PINE,00000073,2007/09/12 00:00:00,2007/10/02 00:00:00,4, ,2170,2111.7681,7,1,00000073,{980EE2CF-45E2-4B81-948E-9F9E36BC056D},20380.3535229852,12125392.7602378
119,2007,CA,USF,SRF,PIONEER,00000017,2007/07/11 00:00:00,2007/07/13 00:00:00,1, ,25,25.063503,7,1,00000017,{DE5EEAFC-3622-45F0-925E-D5A42EB81C19},2016.5278137227,182852.807465223
120,2007,CA,CDF,MVU,POOMACHA,00010643,2007/10/23 00:00:00,2007/12/01 00:00:00,9,,49390,49410.969,7,1,00000087,{8C0A857D-5891-4809-B987-CE7DAF18ECAC},142814.773532838,286985282.899246
121,2007,CA,USF,MDF,RATTLESNAKE,00000038,2007/07/10 00:00:00,2007/07/15 00:00:00,1, ,14,14.430934,1,1,00000038,{11A9C582-52D1-4C65-AFBE-C808D90BB2C5},1586.33498638571,103689.930707512
122,2007,CA,USF,SQF,RICHBAR,00000066,2007/10/23 00:00:00,2007/10/23 00:00:00,9, ,13,13.432594,6,1,00000066,{0A69235F-443D-4E0C-A225-6117D76772BB},1138.39098814904,82131.0678715929
123,2007,CA,USF,SQF,RIVER,00000036,2007/08/01 00:00:00,2007/08/01 00:00:00,2,,150,149.88673,6,1,00000036,{8E2D746F-53BF-4CC0-9207-E545CD445147},3956.12015595758,916151.379026903
124,2007,CA,USF,TNF,RALSTON,00001443,2006/09/05 00:00:00,2007/09/17 00:00:00,9, ,8422,8421.0439,2,1,00000064,{B762B66D-3137-48F2-8466-4FF3F0162FAC},57968.932254154,56542786.3077443
125,2007,CA,CDF,MEU,PASS,00005025,2007/07/10 00:00:00,2007/07/11 00:00:00,14,,444,444.15714,2,1,00005025,{D2A777D7-9D1B-4660-BEB2-A9035BA99D60},7518.7753536172,3051644.90521336
126,2007,CA,CDF,NEU,EIGHTY,00018249,2007/08/22 00:00:00,2007/08/22 00:00:00,2,,,78.042297,1,1,00000000,{184199CE-892A-4A17-9FAE-F7F5FA580016},3733.23641482739,528615.500086429
127,2007,CA,LRA,NEU,ATHENS,00016528,2007/08/02 00:00:00,2007/08/02 00:00:00,10,,,15.186109,1,1,00000000,{0E47D19E-781F-4BA1-A9A8-AD2977943181},1636.10054484174,101446.798033512
128,2007,CA,LRA,NEU,WEST BUTTE,00016014,2007/07/27 00:00:00,2007/07/27 00:00:00,14,"LRA adj to Sutter Buttes, CDF aircraft used",,83.313751,1,1,00000000,{F30803E1-8A3C-4975-8D90-7E500AB25960},4120.3191200374,561692.936786688
129,2007,CA,LRA,NEU,PEACE VALLEY,00020787,2007/09/21 00:00:00,2007/09/22 00:00:00,1,"LRA in Sutter Buttes, Burned State Park lands",,282.39374,1,1,00000000,{95001484-2734-4A35-BE6A-4BD3325B2548},7157.70806664654,1908441.65259451
130,2007,CA,CDF,NEU,CROSBY,00010759,2007/05/28 00:00:00,2007/05/28 00:00:00,1,,,20.309357,1,1,00000000,{1606D854-89E5-43A3-8EA4-C191D594EDD8},2101.24373141373,136010.396713482
131,2007,CA,LRA,NEU,FIDDYMENT,00011118,2007/06/01 00:00:00,2007/06/01 00:00:00,8,,,62.63406,1,1,00000000,{F58ECEC6-9E68-43B6-BEA3-89D994E85E38},3469.85424357907,418189.897217956
132,2007,CA,CDF,NEU,WILSON,00007290,2007/04/09 00:00:00,2007/04/09 00:00:00,5,,,13.753272,1,1,00000000,{A284CAA5-8B16-4097-B717-697189E78B33},2408.23378298301,92221.9560387827
133,2007,CA,CDF,NEU,SMARTVILLE,00013538,2007/06/29 00:00:00,2007/06/29 00:00:00,1,,,197.49065,1,1,00000000,{1C24C14E-30E3-47CB-AF01-4881CB4AA678},8812.75355889475,1332143.20737543
134,2007,CA,CDF,NEU,SIXTY-FIVE,00015674,2007/07/23 00:00:00,2007/07/23 00:00:00,14,,,29.607964,1,1,00000000,{6817E558-7C8B-41FE-BC6D-FCDCEAE55889},1831.76107229843,198186.82290938
135,2007,CA,CDF,NEU,SIXTY-FIVE 2,00020203,2007/09/14 00:00:00,2007/09/14 00:00:00,14,,,30.927938,1,1,00000000,{61AE0666-6DF8-43C3-905F-D3DD8F3C9C8E},1960.45512189123,207221.237464181
136,2007,CA,CDF,RRU,COLINA,00079386,2007/09/10 00:00:00,2007/09/10 00:00:00,14,,388,374.44659,7,1,00000000,{6F4A4CAB-48D3-465D-A4BB-5F4154C9BA1B},8529.81502647008,2184604.7498614
137,2007,CA,CDF,RRU,LAGUNA,00080051,2007/09/12 00:00:00,2007/09/12 00:00:00,14,,12,12.439347,7,1,00000000,{71D2F71D-CA05-47AB-93E6-928AF7242D44},1484.48255540977,72852.099902525
138,2007,CA,LRA,RRU,POLK,00041579,2007/05/10 00:00:00,2007/05/10 00:00:00,14,,56,84.793762,7,1,00000000,{9B2CDDBB-1513-46DB-AD82-B2153A07C64B},4448.84487872407,495983.739613048
139,2007,CA,CDF,RRU,MOCKINGBIRD,00001600,2007/10/05 00:00:00,2007/10/05 00:00:00,14,,671,737.27155,7,1,00000000,{9777BAB4-B1DE-4590-971A-B345927EFAED},10390.0964118171,4336259.77441381
140,2007,CA,CDF,NEU,PETERSON,00014260,2007/07/06 00:00:00,2007/07/06 00:00:00,7,,,14.476455,1,1,00000000,{B30AF01C-7134-4739-AB87-A42F06298BB0},1716.0007034965,98077.2071961668
141,2007,CA,CDF,NEU,JASPER,00021576,2007/10/02 00:00:00,2007/10/02 00:00:00,2,,,85.658264,1,1,00000000,{B84619BF-272A-485B-9972-2712D3D630A7},3643.2361912158,575605.056616333
142,2007,CA,CDF,NEU,MOONEY,00018335,2007/08/23 00:00:00,2007/08/23 00:00:00,14,,,49.375443,1,1,00000000,{9EA2861B-35DD-4645-AA25-B134FAE16165},2999.82092451604,333548.122070808
143,2007,CA,CDF,NEU,NADER,00016198,2007/07/29 00:00:00,2007/07/29 00:00:00,14,,,16.271547,1,1,00000000,{97EE065B-64A5-4C42-9171-E9247784BB57},1993.85186939313,109054.391092078
144,2007,CA,USF,LNF,COLBY,00000037,2007/08/10 00:00:00,2007/08/19 00:00:00,7, ,168,253.65028,1,1,00000037,{F5529F40-DD78-4789-9E1B-0F67283BFCBC},7759.30772354859,1759964.74722155
145,2007,CA,USF,MDF,COYOTE,00000061,2007/08/30 00:00:00,2007/08/31 00:00:00,1, ,20,18.425411,1,1,00000061,{38538820-3655-4115-A579-C085526F7E1A},1755.92662987621,131850.521683892
146,2007,CA,USF,SNF,DEVIL,00000037,2007/08/09 00:00:00,2007/08/10 00:00:00,4, ,12,12.168941,7,1,00000037,{B05504E9-B757-4C67-9042-DF2A89AA1FE6},2101.000141285,78036.7593993996
147,2007,CA,USF,MDF,DOME,00000051,2007/07/10 00:00:00,2007/07/15 00:00:00,1, ,65,65.50415,1,1,00000051,{6E2D09DC-1E26-498F-A5E1-3AC6F085C571},2759.00389625177,477325.837670299
148,2007,CA,USF,KNF,ELK,00000045,2007/07/10 00:00:00,2007/08/04 00:00:00,1,Part of the Elk Complex,1144,1144.6945,7,1,00000045,{66C84A96-4CB9-462D-A398-AF96DB2C9C6D},16774.8367880316,8297798.4923937
149,2007,CA,USF,MDF,FLETCHER,00000055,2007/07/10 00:00:00,2007/08/04 00:00:00,1, ,8121,8081.9565,1,1,00000055,{D995ED4D-E5EE-4923-B9A2-E7313E388EFA},56008.8088063299,59211348.1666595
150,2007,CA,USF,SQF,GOLDLEDGE,00000011,2007/06/03 00:00:00,2007/06/16 00:00:00,9, ,4200,4196.0171,2,1,00000011,{479B2A04-95F9-4007-8908-627D2134C33E},29352.5592831641,25919590.7118075
151,2007,CA,USF,TNF,GRANITE,00000064,2007/07/10 00:00:00,2007/07/21 00:00:00,1, ,10,10.107421,6,1,00000064,{D251E379-42B1-4910-BB25-7237DF96498F},1341.71228191208,68286.5963476618
152,2007,CA,USF,SQF,GROUSE,00000042,2007/08/27 00:00:00,2007/12/18 00:00:00,1, ,1022,1004.1142,6,1,00000042,{0F888D6E-A50E-4996-8D43-74B0FA229743},12877.6604503227,6266271.61847724
153,2007,CA,USF,TMU,ANGORA,00000013,2007/06/23 00:00:00,2007/07/02 00:00:00,4, ,3100,3069.8049,7,1,00000013,{DBA314FB-7341-409F-98C1-957C658247BE},28260.036962657,20533568.1482307
154,2007,CA,USF,BDF,GRASS VALLEY,00000165,2007/10/22 00:00:00,2007/12/31 00:00:00,9,,1247,1242.3707,7,1,00000165,{C8E09338-A31F-4657-98DB-783786281518},16297.7951130089,7379845.83963361
155,2007,CA,USF,MDF,HARVEY,00000052,2007/07/12 00:00:00,2007/07/15 00:00:00,1, ,15,15.22974,1,1,00000052,{98B97BC0-D047-493A-8094-6EB9B8F7A522},3009.97166406397,110840.3630587
156,2007,CA,USF,CNF,HAUSER,00000025,2007/06/05 00:00:00,2007/06/05 00:00:00,4, ,17,17.117609,1,1,00000025,{DAC6F65E-9911-4C25-A1A7-BE7870F41C28},2032.09948091259,98035.2039357691
157,2007,CA,USF,MDF,HOWARDS GULCH,00000005,2007/04/16 00:00:00,2007/04/17 00:00:00,6, ,23,21.997742,1,1,00000005,{DF06D739-495B-4A2F-976D-F921A3D44665},1807.99998051036,158703.37241057
158,2007,CA,USF,KNF,HUMMINGBIRD,00000058,2007/07/10 00:00:00,2007/12/06 00:00:00,1,"Part of the Elk Complex, Total Cost 18,600,000",80,80.300735,7,1,00000058,{3CE623AB-FF00-4C79-BF88-EA56199DF0EE},4325.68037650039,581716.066529092
159,2007,CA,USF,SQF,JAMES,00000004,2007/04/29 00:00:00,2007/08/02 00:00:00,9, ,1350,1348.9324,1,1,00000004,{A5694498-896B-4579-944A-1DA1D6BD35AD},19991.1391915749,8307935.06142054
160,2007,CA,USF,SRF,JEDIDIAH,00000019,2007/07/11 00:00:00,2007/07/14 00:00:00,1, ,85,85.585571,7,1,00000019,{601E5661-0BDC-48DB-A4E4-4FEE9DF174E1},4978.96306510112,623011.954415868
161,2007,CA,USF,SHF,LAZY,00000088,2007/08/29 00:00:00,2007/09/09 00:00:00,1, ,599,597.47919,2,1,00000088,{B9433732-3DFC-4B3C-A40F-5BB38758E867},8510.62068887191,4135167.22149132
162,2007,CA,USF,TNF,MARBLE,00000098,2007/10/18 00:00:00,2007/10/20 00:00:00,5, ,27,26.605597,1,1,00000098,{9DDA297B-BB3C-4FAB-8ABB-B0493DD9DB22},2324.11135323172,182293.283607299
163,2007,CA,CDF,BDU,LOS FLORES,00003475,2007/03/31 00:00:00,,1,Fire started in Hesperia City. 200 ac of SRA,1600,4099.9658,2,1,00000000,{25469FD7-1072-4C57-A853-CE5B91183159},25604.4789047918,24405500.7670745
164,2007,CA,CDF,BDU,MERIDIAN,00007330,2007/07/05 00:00:00,2007/07/06 00:00:00,1,,447,445.72775,1,1,00000000,{93DDF8B4-8544-4656-8FE9-D5FBA90B841C},10298.0077271063,2654822.7387609
165,2007,CA,CDF,BDU,MARTIN RANCH,00011653,2007/10/23 00:00:00,2007/10/24 00:00:00,11,Fire started in San Bernardino City. 75 ac in SRA,123,602.23236,2,1,00000000,{A932C0BB-751E-4BFB-9064-2E40D7582BAC},9162.7488727924,3572788.71294974
166,2007,CA,CDF,BDU,GLEN HELEN  2,00011579,2007/10/21 00:00:00,2007/10/22 00:00:00,2,,150,163.57954,6,1,00000000,{DF9B47F0-B5C7-410C-AC34-E9048A8E1CC9},4222.82901015416,970469.774065118
167,2007,CA,CDF,BDU,DEVORE 2,00011583,2007/10/21 00:00:00,2007/10/22 00:00:00,14,,187,86.782532,6,1,00000000,{84E87AF2-B22E-41AF-B6AC-2411FBD5DCC4},5448.90297272397,514961.183288209
168,2007,CA,CDF,BEU,QUIEN,00003537,2007/08/30 00:00:00,2007/09/02 00:00:00,1,,422,422.32996,2,1,00000000,{A7B25391-49ED-427D-80C4-6731D244FC71},7498.74770567703,2657277.88779225
169,2007,CA,CDF,BEU,BRYSON,00001545,2007/05/12 00:00:00,2007/05/12 00:00:00,2,,28,24.734619,1,1,00000000,{F0C6DD29-6A86-4AA5-A4E1-E4B02ACA5B2C},1957.82428321602,152563.865405326
170,2007,CA,CDF,BEU,SOLEDAD,00001023,2007/03/29 00:00:00,2007/03/29 00:00:00,5,,36,37.538048,1,1,00000000,{7BD2BF64-4B40-4DD9-AF4F-54C47AEDD858},2121.49156410859,235379.609696789
171,2007,CA,CDF,BEU,COLORADO,00004103,2007/10/08 00:00:00,2007/10/08 00:00:00,15,Firefighter Fatality,25,24.842897,7,1,00000000,{2AE0DD49-F34C-419E-8B36-BEDD05736C02},1683.14464139285,155469.334146193
172,2007,CA,CDF,BEU,AVENIDA,002277,2007/06/26 00:00:00,2007/06/26 00:00:00,2,,44,33.982323,6,1,00000000,{F8CCE97F-8E78-4ADA-8E0D-0170139BA85C},1947.78036189945,215174.07940873
173,2007,CA,CDF,BEU,PINEY,002370,2007/07/01 00:00:00,2007/07/01 00:00:00,7,,50,49.415012,6,1,00000000,{8E01879E-F099-4633-AB0E-B7FA513DE4BB},2347.11061897787,308276.995107915
174,2007,CA,CDF,BEU,ROSA,00003543,2007/08/30 00:00:00,2007/08/30 00:00:00,1,,20,19.033484,6,1,00000000,{BE23C684-13DB-4D96-B15E-F5F68207406D},1417.33401502546,119867.23894742
175,2007,CA,CDF,BEU,OAK,00003420,2007/08/24 00:00:00,2007/08/24 00:00:00,2,,13,18.521669,6,1,00000000,{48CD6BB9-9F6D-4F0A-9CE1-8FD912BD4DB9},1943.85386481657,116252.475541486
176,2007,CA,BLM,NOD,POT HOLE,00003146,2007/07/11 00:00:00,2007/07/12 00:00:00,1, ,13.8,13.790443,1,1,00003146,{0BC09366-36FA-4682-8B6A-BC496513BD5A},2023.02335360362,97493.9536434827
177,2007,CA,BLM,BBD,BAILEY,00002293,,2007/07/22 00:00:00,14, ,53.3,53.446312,1,1,00002293,{1E9CB10F-123A-45EA-BE93-E80EAAA90C48},4691.20456093268,328856.723841398
178,2007,CA,BLM,CDD,WRIGHT,00010034,2007/10/06 00:00:00,2007/10/06 00:00:00,9, ,31,31.311214,1,1,00010034,{BE709FAF-9B64-42B0-A8ED-989C53164630},2925.46509667102,183203.862545681
179,2007,CA,BLM,CDD,FREMONT ,00HUDH9X,,2007/06/18 00:00:00,9, ,31,31.797487,1,1,00HUDH9X,{2005E558-BCE9-4F07-BC7D-2934FDE67385},2194.04103896489,193213.0923531
180,2007,CA,BLM,CDD,BORDER 26,00007450,2007/07/07 00:00:00,2007/07/08 00:00:00,4,GPSed by CAL FIRE,11,10.169313,1,1,00007450,{33D5A178-C907-4FA6-9873-64E2A1435923},1387.09470164621,58151.8271446654
181,2007,CA,BLM,NOD,BULL,00000599,2007/02/17 00:00:00,2007/02/18 00:00:00,1, ,169,168.81552,1,1,00000599,{D879048F-EB7B-4BEF-A9DD-DB4091535361},5251.18720716009,1183526.82193491
182,2007,CA,BLM,NOD,CHICK,00006858,2007/08/29 00:00:00,2007/08/29 00:00:00,14,Also known as the Clear Fire #2.,20,8.780858,1,1,00006858,{67B1C642-BF90-4F6B-997E-0534BE90EF34},1196.34647666298,61539.0266613596
183,2007,CA,BLM,NOD,SPRING,00003388,2007/05/19 00:00:00,2007/05/19 00:00:00,14, ,30,49.257477,1,1,00003388,{B07B7B8E-1E44-4C3D-8138-A291FE575F8C},2439.67061954433,343988.695100466
184,2007,CA,BLM,BBD,LITTLE,00002844,2007/03/22 00:00:00,,9, ,,66.902306,,1,00002844,{50110D43-DF1C-4ADE-8303-FFC3E3D6D092},3340.86713918117,422471.203493335
185,2007,CA,BLM,BBD,CONWAY,00000836,2007/07/15 00:00:00,,1,Fire perimeter info collected:Trimble GEO XT Differentially Corrected,,89.101944,,1,00000836,{A99C24C7-9827-4205-BCD3-C47FE7E5A4F8},4426.32281408528,583789.831425392
186,2007,CA,BLM,CDD,INKOPAH,00006518,2007/06/05 00:00:00,2007/06/08 00:00:00,4, ,1118,698.97198,1,1,00006518,{EE426DD1-EE66-4C80-B8AB-81B7E8DBEA04},11322.4815993684,3999689.79213246
187,2007,CA,BLM,BBD,YOKHOL,00007016,2007/07/15 00:00:00,,14,Data was provided without projection file assumed nad 83.,,77.203224,,1,00007016,{256444E6-F52B-40D6-8D6E-AA6C65B58EA4},3507.11379343456,481286.542312824
188,2007,CA,BLM,BBD,CANYON,00001568,2007/07/23 00:00:00,2007/06/24 00:00:00,9, ,84.7,84.723747,1,1,00001568,{8A4400CC-600B-45FD-A12B-3D682E512D73},3319.64902737555,520428.928190903
189,2007,CA,BLM,CDD,DAWSON,00040815,2007/05/08 00:00:00,2007/05/08 00:00:00,9, ,960,960.72968,2,1,00040815,{177687E3-8ABB-47AB-8C5B-11E2BEE1CEE8},12872.1613211941,5644468.67629661
190,2007,CA,BLM,CDD,ALTA MESA,00009422,2007/09/14 00:00:00,,9,Perimeter mapped by AA310,,70.184151,,1,00009422,{C0E2DE10-9CF4-471E-90EC-874759BB753A},2803.10668430584,413887.911479849
191,2007,CA,BLM,CDD,BARRETT,00009741,2007/09/24 00:00:00,2007/09/24 00:00:00,11, ,21,21.030239,6,1,00009441,{307B1FB4-79AE-4618-89AB-FCDF43BEAB77},1503.7705510892,120351.212988363
192,2007,CA,BLM,CDD,KINGSTON#1,00008854,2007/08/26 00:00:00,2007/08/31 00:00:00,1, ,187,186.80902,2,1,00008854,{69CA5A93-57ED-46FA-A17A-5D0B04D07044},4141.48194439138,1149475.02473179
193,2007,CA,CDF,FKU,POWER HOUSE,00009029,2007/08/18 00:00:00,2007/08/19 00:00:00,10,,45,45.79953,2,1,00009029,{8B87ED7D-9A3D-46CF-859C-F6144B2F81BC},2184.50934191855,292092.842672605
194,2007,CA,CDF,LNU,LIBERTY,00003912,2007/06/15 00:00:00,2007/06/15 00:00:00,4,,3.5,3.4283111,1,1,00000000,{B33C6085-5215-43C1-9062-D7843D0077C1},1039.74372849925,22821.4864924482
195,2007,CA,CDF,LNU,HIGHWAY,00003408,2007/05/30 00:00:00,2007/05/30 00:00:00,2,,40,34.533073,5,1,00000000,{655CB162-E4CE-4B45-B490-E2B27031F3C6},2169.68326530827,230622.679489191
196,2007,CA,CDF,LNU,SONOMA,00006449,2007/08/31 00:00:00,2007/08/31 00:00:00,2,,14,13.873017,1,1,00000000,{28643C73-96F8-4DD1-BA08-52BB9A95BDC8},1196.4250038686,91398.3312730743
197,2007,CA,CDF,LNU,GRADE 2,00004839,2007/07/11 00:00:00,2007/07/11 00:00:00,14,,100,59.803902,6,1,00000000,{74DF100D-E74F-4240-92E8-3258F0EA0D4F},2398.91934219807,393543.676467253
198,2007,CA,CDF,LNU,ARMSTRONG,00004306,2007/06/27 00:00:00,2007/06/27 00:00:00,7,,27,24.250387,6,1,00000000,{14594E0E-1BAF-4722-A119-B684AA48EE86},1632.82831417868,160752.399818956
199,2007,CA,CDF,MEU,CLARK,00005592,2007/07/28 00:00:00,2007/07/28 00:00:00,10,,47,46.991291,2,1,00005592,{6A58793B-E519-4461-B324-E3B26595FB3F},2336.44681472701,320674.93489356
200,2007,CA,CDF,NEU,AUBURN,00012946,2007/06/23 00:00:00,2007/06/23 00:00:00,7,,,20.990444,1,1,00000000,{B4A79FDD-75DE-4B8F-B8B3-CAB982F5987F},1773.65438559605,140277.45368564
201,2007,CA,LRA,NEU,PRAIRIE,00013431,2007/06/28 00:00:00,2007/06/28 00:00:00,7,,,72.230446,1,1,00000000,{AEC44CC6-9E25-4D3C-9E76-AE3FAFE530F1},3304.80669514543,483238.629982781
202,2007,CA,CDF,NEU,GARDEN,00021981,2007/10/07 00:00:00,2007/10/07 00:00:00,2,,,146.0327,1,1,00000000,{48533C3E-D6DA-4F3A-9633-19B531DF6947},4647.95176528298,980591.29231391
203,2007,CA,LRA,NEU,PHILLIPS,00015109,2007/07/16 00:00:00,2007/07/16 00:00:00,2,Roseville City (CARSV5433)fire that burnt into Sched A DPA,,935.63196,1,1,00000000,{1B5EF851-66A2-4F98-BC09-88BF6E4AA18D},16708.6012804386,6244986.48923014
204,2007,CA,LRA,NEU,SOUTH BEALE,00023109,2007/10/23 00:00:00,2007/10/23 00:00:00,6,Threat to SRA & FRA,,194.88527,1,1,00000000,{C93BC33C-7B66-47B4-9B72-A854EBFDBC79},5535.79367190462,1309936.95322438
205,2007,CA,CDF,NEU,SPENCEVILLE,00017628,2007/08/15 00:00:00,2007/08/15 00:00:00,14,,,31.350094,1,1,00000000,{6E5774B7-0772-4CB1-A9FB-B9E60F929837},2663.28938150147,211021.860720628
206,2007,CA,CDF,NEU,VALLEY,00014224,2007/07/06 00:00:00,2007/07/06 00:00:00,7,,,69.976166,1,1,00000000,{230D1331-3A04-4448-AEB2-2B0CDC0FCF88},2881.92378411387,469546.582748107
207,2007,CA,CDF,NEU,LOMA RICA /  LA PORTE ,00016982,2007/08/07 00:00:00,2007/08/07 00:00:00,7,,,10.325691,1,1,00000000,{AD86E6EE-4D50-4A65-A05A-9951E73ADBF7},1364.93403385664,70145.0752829959
208,2007,CA,CDF,NEU,WALDO 2,00019650,2007/09/07 00:00:00,2007/09/07 00:00:00,7,,,38.748405,1,1,00000000,{A6C552EE-5EB4-4345-BD1B-0A8975EA6C30},3882.0828503525,261083.076725484
209,2007,CA,CDF,NEU,WALDO,00012873,2007/06/22 00:00:00,2007/06/22 00:00:00,2,,,16.193367,1,1,00000000,{4497944A-8F82-434F-96AD-EDC03BE6E345},1365.11853994258,109079.726426242
210,2007,CA,USF,TMU,WASHOE,00000038,2007/08/18 00:00:00,2007/08/18 00:00:00,9,"TMU DPA, AEU dispatch, but falls within NEU",20,19.813339,1,1,00000038,{5A7B74ED-13A1-4F0F-A6BE-A5AAB751F05F},2028.64950769688,133495.205005986
211,2007,CA,CDF,NEU,WILSON,00007290,2007/04/09 00:00:00,2007/04/09 00:00:00,5,,,10.571572,1,1,00000000,{FDFCD938-9913-4D99-BEFF-C4EC25815611},1208.51653896223,70932.9979778407
212,2007,CA,LRA,NEU,BASELINE,00020991,2007/09/24 00:00:00,2007/09/24 00:00:00,14,,,13.976875,1,1,00000000,{EBD06DB1-27C2-4764-A61A-B30E76E5686C},2123.44056819142,93129.6409400309
213,2007,CA,CDF,RRU,ALESSANDRO,00019979,2007/03/04 00:00:00,2007/03/04 00:00:00,14,,680,860.0874,7,1,00000000,{C5D04A9B-8377-4B59-AC2A-7307167E4EEA},12338.2835314592,5068986.00855012
214,2007,CA,CDF,RRU,STRAW,00007466,2007/12/03 00:00:00,2007/12/03 00:00:00,14,,43,42.576931,7,1,00000000,{F3CB3658-4435-4343-B325-20E7FF71D008},1959.92430533539,250193.666472245
215,2007,CA,CDF,RRU,SIERRA,00022254,2007/03/11 00:00:00,2007/03/12 00:00:00,14,,1044,777.51404,7,1,00000000,{7655AB07-71FE-4F83-B139-C06EBAE0B17A},11924.9633677743,4572440.68585624
216,2007,CA,CDF,SCU,LICK,00005214,2007/09/03 00:00:00,2007/09/15 00:00:00,5,,47760,47748.273,2,1,00000000,{C37EEC37-5CC9-4F3B-9A66-5CF1FC69B555},112954.127342282,305304751.041147
217,2007,CA,CDF,SCU,STEVENS,00005123,2007/08/30 00:00:00,2007/09/09 00:00:00,11,,151,166.15497,2,1,00000000,{11FD8552-78F1-4DAD-8419-2583F4602323},4965.38634721078,1064077.93546301
218,2007,CA,CDF,SHU,POWER,00005201,2007/07/10 00:00:00,2007/07/12 00:00:00,14,Power Incident (FIRE_NAME would not accept input),1000,919.19946,6,1,00000000,{DB14C319-7E69-4B19-B43F-2E0A86C0459B},12447.9785611981,6540824.73705644
219,2007,CA,CDF,SHU,HATCHET,00006356,2007/08/13 00:00:00,2007/08/14 00:00:00,2,Hatchet Incident (FIRE_NAME would not accept input) WITH SPOT,12,11.326786,1,1,00000000,{B77F261D-C2EF-4400-AC5D-A4D5A4BBF261},1722.04334539857,80238.2085327532
220,2007,CA,CDF,SHU,SILVER,00004394,2007/06/17 00:00:00,2007/06/17 00:00:00,2,Silver Incident (FIRE_NAME would not accept input),75,110.62502,1,1,00000000,{A928ADED-E51E-405D-BB84-C38763CB9119},5590.5816368756,775780.435892575
221,2007,CA,CDF,SHU,CLEAR,00004778,2007/06/29 00:00:00,2007/06/29 00:00:00,7,Total acreage was 188 but only 47 acres was on BLM land.,176,176.67119,1,1,00000000,{C857C085-B9D1-4C20-9787-658F1D50A9AB},6114.94818634776,1237867.23166158
222,2007,CA,CDF,SKU,WEED ,SKU03705,2007/08/06 00:00:00,2007/08/06 00:00:00,4,ABANDON CAMP FIRE,53,53.966812,1,1,00000000,{6C8E6A9E-3B52-45CE-96EF-C6AC9E1E6B74},4012.45059647646,388816.757884163
223,2007,CA,CDF,SKU,SECERT,SKU03160,2007/07/11 00:00:00,2007/07/12 00:00:00,1,LIGHTNING,228,210.91106,1,1,00000000,{CFE68ED6-2CEE-4F67-B436-DB84CFA4E6D9},7378.32192036052,1544870.66178046
224,2007,CA,CDF,SKU,BEAR,0SKU3868,2007/08/13 00:00:00,2007/08/18 00:00:00,2,HOT-SAW USE,841,840.83716,1,1,00000000,{3409B90C-71D3-4D21-959B-EEAE8B2E4747},17887.6347747095,6033168.62090614
225,2007,CA,CDF,SKU,FALL,SKU02531,2007/06/13 00:00:00,2007/06/13 00:00:00,5,ESCAPE CONTROL BURN,14,14.375986,1,1,00000000,{EB1C26F7-782E-4944-9A36-592BD980B5CA},1475.6020071292,105405.134377141
226,2007,CA,CDF,SKU,BRAZIE,SKU00336,2007/01/25 00:00:00,2007/01/25 00:00:00,5,ESCAPE CONTROL BURN,5,5.7481575,1,1,00000000,{3A9C4981-C4C0-48C7-9AFA-58653A63E02D},921.79893816371,41725.9696556792
227,2007,CA,CDF,SKU,GIRARD,0SKU5166,2007/10/23 00:00:00,2007/10/23 00:00:00,5,ESCAPE CONTROL BURN,13,13.895431,1,1,00000000,{221AA5CC-F0DD-4D95-B299-A8A23A7A2CE8},1582.78234735257,99498.2198597682
228,2007,CA,CDF,SKU,OKLAHOMA,0SKU3215,2007/07/12 00:00:00,2007/07/12 00:00:00,1,Lightning,32,30.412933,6,1,00000000,{434FE9AE-C9DF-4322-BBFF-753B00AA25A3},2404.82587737818,222165.146822459
229,2007,CA,CDF,SKU,REYNOLDS,0SKU3501,2007/07/27 00:00:00,2007/07/27 00:00:00,2,CHOP-SAW USE,15,16.674894,1,1,00000000,{8100307E-D845-425F-83CD-FE0CD604334C},1522.33067865628,120869.021657928
230,2007,CA,CDF,SLU,RYAN,00000371,2007/01/15 00:00:00,2007/01/15 00:00:00,5,,40,15.014842,1,1,00000000,{294FF4DB-4553-4F70-863B-9F1E49F21B09},1884.51897493087,91856.7059543586
231,2007,CA,CDF,SLU,ODONOVAN,00003280,2007/05/07 00:00:00,2007/05/07 00:00:00,2,,45,45.855659,1,1,00000000,{B8BEA405-9C4A-4426-972C-FCB3F06B451F},2762.69282761009,280731.275035303
232,2007,CA,CDF,SLU,CUESTA,00003363,2007/05/10 00:00:00,2007/05/10 00:00:00,2,,,44.711529,1,1,00000000,{F91A5823-6B57-49D1-9D51-A75191A19302},3353.27764209844,272477.378068
