OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,GlobalID,SHAPE_Length,SHAPE_Area
15478,1911,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,4N16W-35,36, N Newhall-AFA 1911-1930 Saugus map 1:256400",138,137.65164,,1,00000000,{8542D326-F577-4DB5-B3CA-6F494D00CB46},3480.61088669853,820042.826304607
15479,2006,CA,USF,MNF,HARVEY,00000705,2006/06/26 00:00:00,2006/11/27 00:00:00,1,part of the Yolla Bolly Complex - WFU,1247,1246.9165,7,2,00000005,{099036EF-E060-4209-B7F1-6522155D6869},12449.4211745139,8622442.10332285
15480,2006,CA,USF,MNF,SOLDIER,00000897,2006/07/24 00:00:00,2006/07/26 00:00:00,1,part of the Kingsley Complex,12,13.892757,7,1,00000017,{2C396548-CC70-48E8-9D90-D33F9E393FC7},1647.23646610746,95967.1814083539
15481,2006,CA,USF,SQF,MAGGIE,00210006,2006/07/09 00:00:00,2006/12/11 00:00:00,1, ,2097,2097.8872,1,2,00000018,{2E1AC4E1-6539-4FA7-8E4D-473DC373A2A6},24822.0444525485,13091276.6407889
15482,2006,CA,USF,SQF,TAMARACK WFU,00210606,2006/07/09 00:00:00,2006/12/11 00:00:00,1, ,4654,4655.9019,1,2,00000019,{0C08C8F4-02CD-47E2-A477-CD8926CF6D11},27986.4919436204,29088391.0599861
15483,2006,CA,USF,SQF,BRODER/BECK WFU,00002511,2006/07/26 00:00:00,2006/09/29 00:00:00,1,Broder and Beck WFU fires became Broder/Beck WFU.  Used Broder Local Number.,3490,3492.2446,1,2,00000065,{C8E98E99-5C12-4628-AB28-A573B32303BC},37059.7864765568,21717669.8763905
15484,2006,CA,USF,SRF,SOMES,00000997,2006/07/24 00:00:00,2006/10/18 00:00:00,1,part of the Orleans Complex,15710,15506.201,7,1,00000027,{62BE36A7-A2A5-484F-BDEF-F517D21F2D63},52242.4947283481,111400036.002683
15485,1960,CA,CDF,SNU, ,00000000,,,14,,,1199.4482,,,00000000,{D37861C2-8E1F-4C09-BBDB-9DA5003F483D},12132.9999325722,7967811.55439337
15486,2006,CA,USF,SRF,BUCK,00000997,2006/07/24 00:00:00,2006/08/16 00:00:00,1,part of the Orleans Complex,422,422.06192,2,1,00000026,{C80C60F1-3E64-4796-9822-9FAEEB9C9908},7552.05085275471,3059847.01867677
15487,2006,CA,USF,SRF,OLSON,00000000,2006/08/16 00:00:00,2006/08/16 00:00:00,2, ,41,40.89806,1,1,00000060,{F2FC6A9B-2941-47F6-BD1B-A9C644616BDC},2510.38979634183,286000.644866521
15488,2006,CA,USF,SRF,PANTHER,00000999,2006/07/24 00:00:00,2006/08/12 00:00:00,1, ,904,904.73639,1,1,00000035,{8F150950-8ECF-4649-9FA6-7930574510AB},13255.2875845733,6381462.71149322
15489,2006,CA,USF,SNF,CLYDE,00000000,2006/08/09 00:00:00,2006/12/04 00:00:00,1, Wildland Fire Use,11,21.478361,8,2,00000091,{3234AF57-12AE-49C2-83A5-A071C637289C},3791.16131144218,136976.665551431
15490,2006,CA,USF,LNF,PHILBROOK,00000000,2006/08/29 00:00:00,2006/08/30 00:00:00,4,,24.14,24.146811,1,1,00000065,{F3FF7E75-BD69-4633-9922-6723447F002D},2282.87689911332,166894.954345095
15491,2006,CA,USF,LPF,RANCHO 2,00000000,2006/08/03 00:00:00,2006/08/03 00:00:00,2, ,182,183.24101,2,1,00000057,{F3FD99DD-67FC-457F-88B6-7B9C99066684},6705.90209400328,1109324.52797645
15492,2006,CA,USF,LPF,SCOTT,00001450,2006/07/23 00:00:00,2006/08/01 00:00:00,1, ,600,751.07269,2,1,00000046,{B26B344C-5788-4B43-8B2C-8DCF1E5E33CD},10740.5590458536,4522709.70016391
15493,2006,CA,USF,LPF,DAY,00002023,2006/09/04 00:00:00,2006/10/30 00:00:00,5, ,162702,161815.66,2,1,00000064,{F55A106E-C37D-4D64-AC83-58E40A92E97C},281247.961413517,969148753.001854
15494,2006,CA,USF,MDF,BLUE 2,00000000,2006/07/25 00:00:00,2006/08/04 00:00:00,1, ,25,25.372915,6,,00000071,{AC309CBA-270C-486C-903E-610DE20DCA4C},2816.23235784961,184820.307763293
15495,2006,CA,USF,MDF,SAGEBRUSH,00000000,2006/08/07 00:00:00,2006/08/09 00:00:00,1, ,52,52.084488,6,,00000118,{F3E2453C-570B-42C2-BF6D-5C756009BBB8},2501.85627624622,380864.420511394
15496,2006,CA,USF,MNF,KINGSLEY,00000897,2006/07/25 00:00:00,2006/08/09 00:00:00,1,The East end of the Hunter Fire was reported as Kingsley acres in NIFMID,558,557.92072,6,1,00000016,{F553C117-DF1E-4D95-88E5-213F8BC93039},10734.0435107546,3854040.61733021
15497,2006,CA,USF,MNF,MINNIE,00000897,2006/07/25 00:00:00,2006/07/27 00:00:00,1,part of the Kingsley Complex,3,4.8014436,6,1,00000018,{219B1980-9E90-4BA7-B9D8-6502026FF34D},697.817298689268,33183.241072949
15498,2006,CA,USF,BDF,RAMP,00007189,2006/07/22 00:00:00,2006/07/23 00:00:00,2,,450,413.82434,8,1,00000107,{EA1407BA-8C4A-4F50-A923-600C4701AFB7},7354.44730120018,2461876.29582188
15499,2006,CA,USF,BDF,CRAB,00000000,2006/07/16 00:00:00,2006/07/16 00:00:00,1,,10,11.693972,8,,00000094,{6C43BFD9-E3F7-4F05-9D77-7FF6CA256379},1056.98590208011,69494.7676882871
15500,2006,CA,USF,BDF,SPILLWAY,00000000,2006/07/07 00:00:00,2006/07/08 00:00:00,9,,25,27.184633,8,1,00000079,{CEEE94EC-7CB2-494C-ADE7-FF156E5D6D2E},3133.32745952676,161749.257630019
15501,2006,CA,CDF,RRU,ESPERANZA,00091190,2006/10/26 00:00:00,2006/10/30 00:00:00,7, ,40200,40176.801,2,1,00000210,{4D228770-E50B-4DAC-9F2C-3839D14A23C2},99589.1897991872,236391525.193158
15502,2006,CA,CDF,RRU,SUNRISE #2,00087499,2006/10/13 00:00:00,2006/10/14 00:00:00,9,,507,500.01031,8,1,00000203,{6290FD96-4F76-4F11-8C6E-166A79FC2281},8761.69021913451,2943957.01799527
15503,2006,CA,USF,BDF,SPRINGS,00000000,2006/07/18 00:00:00,2006/07/18 00:00:00,7,,10,18.169397,8,1,00000095,{D71ED282-16AF-47A2-9BE3-159394CE081B},1275.49909083881,106939.480142365
15504,2006,CA,USF,BDF,OAK 2,00007258,2006/07/22 00:00:00,2006/07/25 00:00:00,1, ,225,283.21228,2,1,00000119,{F852FFE7-CC36-4A76-B9EB-BB69170E4741},5989.44593896136,1657886.36629717
15505,2006,CA,USF,LPF,CANYON,00000000,2006/06/25 00:00:00,2006/06/25 00:00:00,1,,27,28.633427,4,,00000013,{3CBB9CF2-49D7-48F8-B804-391EFA46FEDB},1630.15908249585,172232.783489226
15506,2006,CA,CDF,SCU,MIDWAY,00004345,2006/07/11 00:00:00,2006/07/12 00:00:00,11,,6400,5540.2739,1,1,00000171,{E3EB1E3C-4E79-4637-A725-CBC5A4AF22DA},35357.4380328685,35865266.4176472
15507,2006,CA,CDF,SCU,DEL PUERTO,00004033,2006/06/30 00:00:00,2006/07/05 00:00:00,5,,2583,2592.9785,8,1,00000132,{CC6D456A-E9F2-4E68-9AE5-D2D58F9A27C6},21010.0335323243,16678979.1016053
15508,2006,CA,CDF,SCU,CANYON,00004303,2006/07/09 00:00:00,2006/08/01 00:00:00,14,,34217,34217.516,2,1,00000163,{CB346F83-CCD2-4100-A624-9B373A648AF5},100096.06496306,219535930.629015
15509,2006,CA,CDF,SCU,STUHR,00003133,2006/05/26 00:00:00,2006/05/26 00:00:00,10,,1418,905.31195,6,1,00000056,{085450D5-787E-4BC6-AFEB-DA47A7919776},16154.9713522725,5806177.59833695
15510,1959,CA,CDF,SNU, ,00000000,,,14,,,2898.3643,,,00000000,{E925B5EE-158C-49F5-B51F-A5EBFEAB30CF},24959.5463062526,19272425.0393088
15511,1945,CA,CDF,SNU, ,00000000,,,14,,,1042.8228,,,00000000,{4DBB68D3-308F-41DA-9842-85007C601E0C},13831.6663441233,6922339.60712306
15512,1943,CA,CDF,SNU, ,00000000,,,14,,,321.27841,,,00000000,{D8ECD80D-4475-4359-8385-858304177061},6256.30019836653,2134723.38250762
15513,1948,CA,CDF,SNU, ,00000000,,,14,,,1045.8453,,,00000000,{734BDC27-7932-49F0-888F-06FF6F7AD584},10814.295192796,6949830.74289215
15514,1945,CA,CDF,SNU, ,00000000,,,14,,,1670.8871,,,00000000,{830DEA0E-8E0D-4E9E-B0BE-DE6C28DB9281},14782.9503376703,11106980.0998287
15515,1944,CA,CDF,SNU, ,00000000,,,14,,,7597.6089,,,00000000,{9625508A-B387-4134-9F83-A7C1451D2040},40358.9427834563,50530718.1419059
15516,1946,CA,CDF,SNU, ,00000000,,,14,,,3283.7832,,,00000000,{39371E0C-F2E2-4ABB-943D-78687E6D8432},19269.0035517576,21840615.0258686
15517,1949,CA,CDF,SNU, ,00000000,,,14,,,533.18439,,,00000000,{7BFBF97C-4FD4-4386-81BB-7846B678C258},8634.15512283502,3560096.29608361
15518,1945,CA,CDF,SNU, ,00000000,,,14,,,4567.8521,,,00000000,{DD2983FC-7B4A-4A4A-A27C-C058309E24BF},23285.4510083384,30475339.9800808
15519,1946,CA,CDF,SNU, ,00000000,,,14,,,761.10144,,,00000000,{6AA86FDB-C1E8-4FCD-9FCC-04932E254653},9195.36605001718,5086363.29813459
15520,1949,CA,CDF,SNU, ,00000000,,,14,,,822.59326,,,00000000,{01115838-D7C1-4D1A-B627-F42BE19E7CAA},11375.2869953703,5460374.53239879
15521,1949,CA,CDF,SNU, ,00000000,,,14,,,598.74481,,,00000000,{3DDB0646-F786-476A-AED3-F724A19F10F2},8955.83576676027,3971281.39837312
15522,1959,CA,CDF,SNU, ,00000000,,,14,,,1122.2374,,,00000000,{F9D8C253-DDA3-4A80-A2D3-3D32DCE1C7E4},11429.0920411245,7446444.85466786
15523,1944,CA,CDF,SNU, ,00000000,,,14,,,1876.2473,,,00000000,{6C9ECD3F-2527-4AD5-8442-C3207DF1D2DD},17125.2132098969,12444158.2502522
15524,1945,CA,CDF,SNU, ,00000000,,,14,,,349.01117,,,00000000,{6436EF1C-4BC0-4C70-A76A-FD11A65D3C07},6629.89562780389,2310851.38606873
15525,1946,CA,CDF,SNU, ,00000000,,,14,,,629.18097,,,00000000,{EE3E19D9-6330-4674-9ACB-665E83362E79},8683.60118111552,4165314.59574567
15526,1943,CA,CDF,SNU, ,00000000,,,14,,,1218.9304,,,00000000,{49704C5B-F5C5-4C40-81E7-06FC07EF5254},11777.7509277989,8061862.61616144
15527,1944,CA,CDF,SNU, ,00000000,,,14,,,541.44427,,,00000000,{89EB94EA-4C1F-4098-AE9E-0D4A52C0CDAC},8905.48883798838,3586010.62654261
15528,1912,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,7N16W-1, ridge bet.Kings & Long Cyns-AFA 1911-30 Saugus+T map 1*",40,889.04254,,1,00000000,{19A65B65-CD8F-4F79-B887-3045194E668B},8428.56580452181,5338128.28465176
15529,1911,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,7N15W-4, N end Bleich Cyn- AFA 1911-1930 Saugus map 1:256400",91,91.004608,,1,00000000,{662150D1-7BB7-4A4B-B5A9-832F138C5810},2760.74029318001,546455.631856178
15530,1919,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,7N16W-24, N of Burnt Peak- AFA 1911-1930 Saugus map 1:256400",135,135.27148,,1,00000000,{086F245C-C8C5-4D4D-8F57-D39B54A90F08},3288.55457149552,811469.927676379
15531,1915,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,7N15W-19,20, Sawmill Mtn. E of CGs-AFA 1911-30 Saugus+T maps 1:*",50,506.41751,,1,00000000,{3E4C70D9-0D03-4BE9-999E-732DFED27A0A},7413.52840457082,3037492.59381971
15532,1919,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,7N15W-20,21, Sawmill Mtn.N of VABM- AFA 1911-1930 Saugus map 1:*",679,679.15643,,1,00000000,{60C9CBEA-E9EF-48AF-BE9B-F03AAF71BFC0},8994.27890559547,4074601.80074897
15533,1919,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,7N15W, Deer Cyn & both sides Eliz.Lk.Cyn-AFA 1911-30 Saugus+T m*",7000,4496.3208,,1,00000000,{15D938F8-EFA5-4D91-8D1C-916B3B331BFD},20973.1525256729,26957968.8936574
15534,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Tujunga, 2N 14W-1, NW Big Tujunga Canyon mouth-AFA 1906-1930 Cum map *",58,57.6115,,1,00000000,{B96780C5-13F2-41DE-9B23-F6F7EBDCE1D8},2152.39381926905,342328.418205555
15535,1913,CA,USF,ANF, ,00000000,,,14," S Imsand,Tujunga, 2N 13W, ADDN to FID422-AFA 1906-1930 Cum map 1:126720",1863,1863.0641,,1,00000000,{228BD4F9-6F0F-402F-AF1C-B6B9C76D9169},21314.4190070008,11071974.2423715
15536,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Arroyo, 2N 12W-30, E side Arroyo Seco-AFA 1906-1930 Cum map 1:126720",40,39.568516,,1,00000000,{56C1816D-4EDC-4C41-B5F1-1C3235D2F24D},1777.58131728213,234850.910453963
15537,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Arroyo, 2N 12W-4, Josephine Saddle area-AFA 1906-1930 Cum map 1:126720",46,45.809151,,1,00000000,{208F209C-D9D8-4FE6-9DAC-F9AF98FB7C48},1948.6715792786,272202.896093379
15538,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Arroyo, 2N 12W-9, Arroyo Seco jn Colby Canyon-AFA 1906-1930 Cum map 1*",45,44.577045,,1,00000000,{3D0FBCD4-537E-4F2A-9942-C596774B1A52},2188.29949054519,264796.13644836
15539,1912,CA,USF,ANF, ,00000000,,,14," S Imsand,Arroyo, 2N 11W-16, E side Big Santa Anita Cyn-AFA 1906-1930 Cum map 1*",32,32.273518,,1,00000000,{975C0497-A6E5-435C-A0AA-5C5EBB18593B},1686.55401294126,191291.056863179
15540,1912,CA,USF,ANF, ,00000000,,,14," S Imsand,Arroyo, 2N 10W-5,6,7,18,19,Devils Cyn; pos.=#372-AFA 1906-1930 Cum+T *",3000,3297.1047,,1,00000000,{4AA52C92-CC07-4F61-B3BD-5F688D150426},22868.3846565128,19588845.1740586
15541,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Baldy, 2N 9W-29,32,E side current San Gabriel Res-AFA 1906-1930 Cum m*",116,115.89243,,1,00000000,{13625C4C-9DB5-48F9-94A0-258FB20EC0E0},3390.88785099449,687696.963062074
15542,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Baldy, 2N 9W-28, S side E Fork, bet.Burro&Susanna-AFA 1906-1930 Cum m*",34,33.501339,,1,00000000,{B5D3AD52-E051-4BDF-9E47-9946C7710043},1641.89320372939,198852.681500244
15543,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Baldy, 1N 9W-28, S side E Fork, bet.Burro&Susanna-AFA 1906-1930 Cum m*",43,42.678802,,1,00000000,{A2DA8D8E-3DA8-4A1D-8E1F-A7EEAFDBC382},1821.23881321175,253062.271311013
15544,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Baldy, 1N 8W-26, San Antonio Reservoir area-AFA 1906-1930 Cum map 1:1*",129,129.02985,,1,00000000,{82DA5C80-EEE9-4330-8FD4-840F89C859FC},3360.70142663697,764383.401738941
15545,1911,CA,USF,ANF, ,00000000,,,14," S Imsand,Baldy, 1N 8W-13,S ofStoddard Cyn jn San Antonio Ck-AFA 1906-30 Cum+T *",175,269.0463,,1,00000000,{76DE2732-3694-4327-AAA3-0F5D5AD7A578},4938.79977794726,1594428.82629582
15546,1912,CA,USF,ANF, ,00000000,,,14," S Imsand,Valyermo, 4N 9W-21,22; Pinyon Ridge NW end-AFA 1906-1930 Cum map 1:12*",78,78.10955,,1,00000000,{D65C1CDE-7881-4AF3-8180-CE2E98C5EDE3},2662.55617048701,465709.209952597
15547,1910,CA,USF,ANF, ,00000000,,,14," S Imsand,Baldy, 1N 8W-1,12,13,22,23,24, San Antonio Wash-AFA 1906-1930 Cum map*",1646,1646.3457,,1,00000000,{6EE3088C-87C2-41FA-BFF4-D70034AA5A30},13990.8898334718,9749410.306801
15548,1919,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus,7N 16W-5,OakGroveCyn S of ThreePoints-AFA 1911-1920 Trans map *",40,45.416389,,1,00000000,{AB59374A-7F52-4065-8069-414C2A1A3399},1911.40127790818,272730.312554535
15549,1915,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus,7N 16W-4,5+8N 16W-31,32, ThreePoints-AFA 1911-1920 Trans map 1*",2501,2350.3831,,1,00000000,{F5016C44-C0A4-4A07-8C17-D3C73BA790B6},17086.8986299554,14116542.9507276
15550,1916,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus,7N 16W-1,Kings Canyon Ranch area-AFA 1911-1920 Trans map 1:260*",40,66.59301,,1,00000000,{5131D249-A9B8-4F57-B107-ADDA3C0DCABD},2298.48443124991,399833.867343199
15551,1917,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus,7N 15W-21,S Pine Cyn, N of Abrams Cyn-AFA 1911-1920 Trans map *",75,172.15579,,1,00000000,{C71893AC-6701-45D3-B22F-B044B2A7EA70},3756.2062314492,1032716.3251403
15552,1915,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus,7N 15W-26, W of Munz Ranch-AFA 1911-1920 Trans map 1:260100",50,100.77419,,1,00000000,{147C08A7-FC65-472F-B38D-FCC91389A1C2},2819.85275644204,604287.664238823
15553,1915,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 6N 15W-12, SE California Mine-AFA 1911-1920 Trans map 1:260100",43,93.008522,,1,00000000,{CA93CC92-8710-4D20-8234-985FF0309369},2767.03974333527,557105.2866755
15554,1915,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 6N 14W-13, SE Lost Valley-AFA 1911-1920 Trans map 1:260100",40,82.894844,,1,00000000,{3AD5BD32-708E-4869-B48D-DF028434EAE8},2651.93887344774,496388.643926681
15555,1916,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 6N 13W-19,30, Lincoln Crest-AFA 1911-1920 Trans map 1:260100",200,124.53314,,1,00000000,{2E25CC00-2EFD-40E2-91AD-7399C2D456B9},3430.80390511961,745364.000474889
15556,1912,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 6N 15W-27, NW Bee Cyn jn San Fran'to-AFA 1911-1920 Trans map *",40,64.307938,,1,00000000,{6C3D1283-2EBF-44E3-AA5E-DC029CC378EE},2369.10524984849,384802.807396667
15557,1915,CA,USF,ANF,CASTAIC,00000000,1915/06/23 00:00:00,,14," S Imsand,Saugus, 6N 17W-12+6N 16W-7, ADDN to #570-AFA 1911-1920 Trans map 1:26*",160,118.85069,,1,00000000,{F7619B64-1C8C-4D46-9286-64C8EF6F1651},3444.86844093263,710330.062388557
15558,1915,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 5N 16W-21, N Charlie, NE jn Bitter-AFA 1911-1920 Trans map 1:*",40,68.510956,,1,00000000,{9A09F0B8-8C0D-4EB2-8494-36E771B77220},2368.83575777205,409276.088889889
15559,1916,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 5N 16W-29, both sides Tapia Cyn-AFA 1911-1920 Trans map 1:260*",80,99.549286,,1,00000000,{69CC7D6D-3D58-4CC1-956C-E2484D9FFC5A},2882.89790801883,594403.612564881
15560,1914,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 5N 16W-35,36; bet.Dry & Haskell Cyns-AFA 1911-1920 Trans map *",120,181.54695,,1,00000000,{29995C8E-FD3F-4B7B-A3CD-8DAAAE0D2CA6},4141.93149276566,1083698.33948452
15561,1918,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 5N 16W-25; NE of Dry Cyn Reservoir-AFA 1911-1920 Trans map 1:*",60,98.52198,,1,00000000,{232FC8B2-E8E6-435A-A7AC-CEABD7C46499},2867.40975443922,588338.997484641
15562,1912,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 5N 16W-23; N of Dry Cyn Res in Dry Cyn-AFA 1911-1920 Trans ma*",80,113.31848,,1,00000000,{8BA66AC7-7E5B-4E95-8104-B4F24EC294C3},3153.34813385847,676919.562986155
15563,1916,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 5N 16W+ 5N 15W;LAAqueduct,N&S DryRes-AFA 1911-1920 Trans map *",3320,4760.5859,,1,00000000,{FF9CA37A-E9CE-436D-8EF2-78F34BA9307C},36426.3817391771,28447320.0283417
15564,1914,CA,USF,ANF, ,00000000,,,14," S Imsand,Saugus, 5N 15W-28, Bouquet jn Texas-AFA 1911-1920 Trans map 1:260100",40,91.711746,,1,00000000,{0FEA4A5F-EEA7-4C2E-9B10-DA7D202702E5},2911.01699045044,547698.478303666
15565,1912,CA,USF,ANF, ,00000000,,,14," S Imsand,near LPNF, 4N 18W-15, Piru Ck jn bet Holser,Modelo-AFA 1911-1920 Tran*",90,150.95412,,1,00000000,{EBE5FF26-A3BB-448E-B7B8-159AC128EDAA},3819.52497688091,900116.197144087
15566,1912,CA,USF,ANF, ,00000000,,,14," S Imsand, Saugus, 4N 17W-3,4,9,10, N Val Verde-AFA 1911-1920 Trans map 1:260100",100,185.31146,,1,00000000,{AABD2F77-885D-4DFD-8FDD-B62AD29FAD86},4850.91356683581,1105607.79258209
15567,1915,CA,USF,ANF, ,00000000,,,14," S Imsand, near Saugus, 5N 17W-35,36,SW Sulphur Springs-AFA 1911-1920 Trans map*",100,141.38571,,1,00000000,{6D05FF30-DE41-42C1-8A24-73DD388CA11B},3544.14996792755,843941.732982779
15568,1915,CA,USF,ANF, ,00000000,,,14," S Imsand, Saugus, 4N 15W-34+3N 15W-3,SW Cruzan Mesa-AFA 1911-1920 Trans map 1:*",40,75.160172,,1,00000000,{99C8688C-B61F-4E7E-BF92-15CE4FB02BC3},2505.60986513601,448573.48547187
15569,1915,CA,USF,ANF, ,00000000,,,14,"S Imsand, near Saugus, 5N 15W-35+4N 15W-2, NW Mint Cyn-AFA 1911-1920 Trans map *",80,116.16803,,1,00000000,{50C9E609-D48B-4F73-9239-BD496983BFC7},3400.8452726147,693317.002450463
15570,1915,CA,USF,ANF, ,00000000,,,14," S Imsand, Saugus, 4N 14W-31,30 ,E side Mint Canyon-AFA 1911-1920 Trans map 1:2*",80,125.65565,,1,00000000,{ED3EBA90-F662-47D3-822C-19E9EDAAD135},3441.2043545332,750180.769445708
15571,1915,CA,USF,ANF, ,00000000,,,14," S Imsand, Saugus, 4N 16W-12, S Bouquet jn Plum-AFA 1911-1920 Trans map 1:260100",80,119.06909,,1,00000000,{16FAF768-A6BE-4E44-A92A-88E630DEA265},3248.85168877184,710242.908335376
15572,1912,CA,USF,ANF, ,00000000,,,14," S Imsand, Saugus, 4N 15W-19, SW of Honby RR stop-AFA 1911-1920 Trans map 1:260*",50,85.469795,,1,00000000,{B8203374-7B0C-4F72-83BA-31C217CB28DF},2692.53837679699,509424.508051107
15573,1917,CA,USF,ANF, ,00000000,,,14," S Imsand, Saugus, 4N 15W-17,20, bet Honby & Solemint-AFA 1911-1920 Trans map 1*",900,616.10968,,1,00000000,{C494CEE2-B75C-4AD2-A507-C8650F6E7F44},7511.03909146053,3672983.86257321
15574,1916,CA,USF,ANF, ,00000000,,,14," S Imsand, Saugus, 4N 15W-15,22, SE side Mint Canyon-AFA 1911-1920 Trans map 1:*",40,38.601921,,1,00000000,{8D2B066B-F913-4659-8A16-B414C30E3DC2},1727.25843689589,230143.624070589
15575,1916,CA,USF,ANF, ,00000000,,,14," S Imsand, near Tujunga, 4N 15W-27, W of Humphreys RR stop-AFA 1911-1920 Trans *",100,116.57418,,1,00000000,{03094777-5CA1-4243-BEA6-89A493539E6E},3028.58971168848,694756.890385282
15576,1915,CA,USF,ANF, ,00000000,,,14," S Imsand, Tujunga, 4N 14W-16,21, SE of Lange RR stop-AFA 1911-1920 Trans map 1*",45,71.611694,,1,00000000,{573A73B8-934D-4F6A-8AC5-DA27E59D9381},2483.54376672352,426938.104937048
15577,1917,CA,USF,ANF, ,00000000,,,14," S Imsand, Tujunga, 4N 13W-8,17, StaClara jn Fryer,Young-AFA 1911-1920 Trans ma*",600,506.26938,,1,00000000,{ABF15F0F-BF58-414F-8407-BA527C5EA279},6333.24941869026,3019695.82568414
15578,1915,CA,USF,ANF, ,00000000,,,14," S Imsand, SofSaugus, 3N 17W,4N 17W, N side Oak Ridge-AFA 1911-1920 Trans map 1*",3200,2623.8965,,1,00000000,{0378C114-D441-4C04-B89C-356C0A7056BF},16326.7924668774,15626064.6822485
15579,1919,CA,USF,ANF,HANSEN CANYON,00000000,1919/07/08 00:00:00,,14," S Imsand,Tujunga, 3N 15W-20, bet.Sombrero&Grapevine Cyns-AFA 1911-1920 Trans m*",40,46.950394,,1,00000000,{FAF4963C-2FD0-4CED-B3F0-7DF5182DA92C},1925.561694486,279296.126014881
15580,1914,CA,USF,ANF, ,00000000,,,14," S Imsand,Tujunga, 3N 15W-19, SE San Fernando Pass-AFA 1911-1920 Trans map 1:26*",120,105.00925,,1,00000000,{F53891DD-A03D-4ADE-8C46-9ACA2BE092DB},3008.15443692055,624698.517068983
15581,1915,CA,USF,ANF, ,00000000,,,14," S Imsand,Tujunga, 3N 15W-20, S end Hansen Cyn-AFA 1911-1920 Trans map 1:260100",200,178.39006,,1,00000000,{EA17987C-2B24-406D-B696-6D07443FBE97},4043.57827152648,1061003.85286763
15582,1915,CA,USF,ANF, ,00000000,,,14," S Imsand,Tujunga, 3N 15W-27, Sylmar SW of Vet.Hospital-AFA 1911-1920 Trans map*",140,154.00812,,1,00000000,{2E84C3EC-58C1-4A14-9E79-20BAF1273365},3653.83188787996,915999.170643818
15583,1919,CA,USF,ANF, ,00000000,,,14," S Imsand,Tujunga, 3N 15W-13,14,=editFID51?-AFA 1911-1920 Trans map 1:260100",70,71.836777,,1,00000000,{02CE859D-6FC2-43DF-B0E6-27D10FD2B3DF},2599.80509250812,427533.978255457
15584,1919,CA,USF,ANF,NEWHALL SAND CANYON,00000000,1919/09/16 00:00:00,,14," S Imsand,Tujunga, 3N 14W-7, E side Bear Divide-AFA 1911-1920 Trans map 1:260100",350,360.89606,,1,00000000,{CD32981B-B73B-4BEC-B9BA-BCE0DB977487},5523.55858086538,2148317.15922313
15585,1918,CA,USF,ANF,PACOIMA CANYON,00000000,1918/07/20 00:00:00,,14," S Imsand,Tujunga, 3N 15W-25, W side Sugarloaf,SofVet.Hosp.-AFA 1911-1920 Trans*",384,160.00626,,1,00000000,{6F00FCE1-B9AF-4322-AEBB-7475A4A5AC39},4186.0340830346,951444.754331496
15586,1919,CA,USF,ANF,SAN FERNANDO OIL CO.,00000000,1919/08/16 00:00:00,,14," S Imsand,near Tujunga, 2N 14W-6, S end Sugarloaf-AFA 1911-1920 Trans map 1:260*",200,162.02777,,1,00000000,{9C3CC8B8-F219-48F5-A2C6-C07DDBCB06F9},3813.11908336177,962857.906123722
15587,1911,CA,USF,ANF, ,00000000,,,14," S Imsand,  Tujunga, 2N 14W-4, SE jn Little T,YerbaB Rds-AFA 1911-1920 Trans ma*",195,216.30453,,1,00000000,{83F92485-3751-47E7-8DD8-279D84E8E515},4395.87254171394,1285575.50906376
